alpha,beta,gamma,qid,nDCG
1.75,0.25,0.2,5.0,0.6641695191411008
1.75,0.25,0.2,6.0,0.9495791521418431
1.75,0.25,0.2,7.0,0.8485396043890487
1.75,0.25,0.2,8.0,0.38097179678159365
1.75,0.25,0.2,9.0,0.0
1.75,0.25,0.2,10.0,0.7019716627208367
1.75,0.25,0.2,11.0,0.5551555710342125
1.75,0.25,0.2,12.0,0.7252507871951123
1.75,0.25,0.2,13.0,0.5497519087282975
1.75,0.25,0.2,14.0,0.746661619964425
1.75,0.25,0.2,15.0,0.6102404792586179
1.75,0.25,0.2,16.0,0.5129818552451199
1.75,0.25,0.2,17.0,0.8018920415038574
1.75,0.25,0.2,18.0,0.8563846925531393
1.75,0.25,0.2,19.0,0.7242911106680531
1.75,0.25,0.2,20.0,0.9546119087261596
1.75,0.25,0.2,21.0,0.6744224467904845
1.75,0.25,0.2,22.0,0.892642522681049
1.75,0.25,0.2,23.0,0.8720742294182643
1.75,0.25,0.2,24.0,0.9488435963098579
1.75,0.25,0.2,25.0,0.7412601372904675
1.75,0.25,0.2,26.0,0.7730252183784361
1.75,0.25,0.2,27.0,0.9286298979698814
1.75,0.25,0.2,28.0,0.931132351318539
1.75,0.25,0.2,29.0,0.8534855653994186
1.75,0.25,0.2,30.0,0.9281064328937063
1.75,0.25,0.2,31.0,0.3187664381008588
1.75,0.25,0.2,32.0,0.2985762450533943
1.75,0.25,0.2,33.0,0.7663390413311996
1.75,0.25,0.2,34.0,0.4074980808843472
1.75,0.25,0.2,35.0,0.6674856428615298
1.75,0.25,0.2,36.0,0.9755909076035889
1.75,0.25,0.2,37.0,0.8217995421587885
1.75,0.25,0.2,38.0,0.9765573382721159
1.75,0.25,0.2,39.0,0.9828579903805039
1.75,0.25,0.2,40.0,0.7641980098629588
1.75,0.4,0.0,1.0,0.8450462615360156
1.75,0.4,0.0,2.0,0.5150315839167081
1.75,0.4,0.0,3.0,0.7513983905958479
1.75,0.4,0.0,4.0,0.24778150979936242
1.75,0.4,0.0,5.0,0.6462165711045057
1.75,0.4,0.0,6.0,0.9446100213531933
1.75,0.4,0.0,7.0,0.832211322168136
1.75,0.4,0.0,8.0,0.38097179678159365
1.75,0.4,0.0,9.0,0.0
1.75,0.4,0.0,10.0,0.691998953628066
1.75,0.4,0.0,11.0,0.5389998286848141
1.75,0.4,0.0,12.0,0.7017168042866122
1.75,0.4,0.0,13.0,0.5620582503609186
1.75,0.4,0.0,14.0,0.7495571667318557
1.75,0.4,0.0,15.0,0.6048037172399682
1.75,0.4,0.0,16.0,0.5008044718978135
1.75,0.4,0.0,17.0,0.7951865495268625
1.75,0.4,0.0,18.0,0.8352039177864427
1.75,0.4,0.0,19.0,0.6394059431117365
1.75,0.4,0.0,20.0,0.9517233651634032
1.75,0.4,0.0,21.0,0.6680937749662008
1.75,0.4,0.0,22.0,0.8920098476869288
1.75,0.4,0.0,23.0,0.8590954293444982
1.75,0.4,0.0,24.0,0.9439657474295813
1.75,0.4,0.0,25.0,0.7219648885051204
1.75,0.4,0.0,26.0,0.7711824339630889
1.75,0.4,0.0,27.0,0.9173002579384633
1.75,0.4,0.0,28.0,0.9228636031150211
1.75,0.4,0.0,29.0,0.860967582890328
1.75,0.4,0.0,30.0,0.9225508922348691
1.75,0.4,0.0,31.0,0.31689873854420875
1.75,0.4,0.0,32.0,0.30889959506008496
1.75,0.4,0.0,33.0,0.7741340156977763
1.75,0.4,0.0,34.0,0.4255399762419078
1.75,0.4,0.0,35.0,0.6654011830392159
1.75,0.4,0.0,36.0,0.9744995085572589
1.75,0.4,0.0,37.0,0.8258313641375717
1.75,0.4,0.0,38.0,0.9763526057363574
1.75,0.4,0.0,39.0,0.982103261624175
1.75,0.4,0.0,40.0,0.79005045777927
1.75,0.4,0.05,1.0,0.8460114206544056
1.75,0.4,0.05,2.0,0.515166057422915
1.75,0.4,0.05,3.0,0.7428498519898022
1.75,0.4,0.05,4.0,0.24907519135494427
1.75,0.4,0.05,5.0,0.6462165711045057
1.75,0.4,0.05,6.0,0.9449481080993987
1.75,0.4,0.05,7.0,0.8442520164943165
1.75,0.4,0.05,8.0,0.38097179678159365
1.75,0.4,0.05,9.0,0.0
1.75,0.4,0.05,10.0,0.6940349635273911
1.75,0.4,0.05,11.0,0.5457880782157212
1.75,0.4,0.05,12.0,0.7027929883992186
1.75,0.4,0.05,13.0,0.5620582503609186
1.75,0.4,0.05,14.0,0.7496132658900374
1.75,0.4,0.05,15.0,0.6071115400116102
1.75,0.4,0.05,16.0,0.5010927541394478
1.75,0.4,0.05,17.0,0.7952296941963748
1.75,0.4,0.05,18.0,0.8346009068284581
1.75,0.4,0.05,19.0,0.6402052289012233
1.75,0.4,0.05,20.0,0.9511726037806321
1.75,0.4,0.05,21.0,0.6692861162980251
1.75,0.4,0.05,22.0,0.8917331372655003
1.75,0.4,0.05,23.0,0.859412691836716
1.75,0.4,0.05,24.0,0.9447746479459935
1.75,0.4,0.05,25.0,0.7284964807063244
1.75,0.4,0.05,26.0,0.770732829051414
1.75,0.4,0.05,27.0,0.9186205986406645
1.75,0.4,0.05,28.0,0.9226272432285263
1.75,0.4,0.05,29.0,0.8634189195849892
1.75,0.4,0.05,30.0,0.9240713517812545
1.75,0.4,0.05,31.0,0.31689873854420875
1.75,0.4,0.05,32.0,0.30481175906565317
1.75,0.4,0.05,33.0,0.7744376630102403
1.75,0.4,0.05,34.0,0.4273759390149776
1.75,0.4,0.05,35.0,0.6657177140385444
1.75,0.4,0.05,36.0,0.9746550304611141
1.75,0.4,0.05,37.0,0.8238176576224562
1.75,0.4,0.05,38.0,0.9761656644115401
1.75,0.4,0.05,39.0,0.9821585031292223
1.75,0.4,0.05,40.0,0.7875295489818944
1.75,0.4,0.1,1.0,0.8353536573420643
1.75,0.4,0.1,2.0,0.5150914395438262
1.75,0.4,0.1,3.0,0.7408150186678318
1.75,0.4,0.1,4.0,0.24907519135494427
1.75,0.4,0.1,5.0,0.6469205405466729
1.75,0.4,0.1,6.0,0.9451036144256597
1.75,0.4,0.1,7.0,0.8441055335823963
1.75,0.4,0.1,8.0,0.38097179678159365
1.75,0.4,0.1,9.0,0.0
1.75,0.4,0.1,10.0,0.6943891581070796
1.75,0.4,0.1,11.0,0.5422425358724141
1.75,0.4,0.1,12.0,0.705058778099135
1.75,0.4,0.1,13.0,0.5620582503609186
1.75,0.4,0.1,14.0,0.7496504502211637
1.75,0.4,0.1,15.0,0.6063597366418345
1.75,0.4,0.1,16.0,0.5018575743119882
1.75,0.4,0.1,17.0,0.7960740463279121
1.75,0.4,0.1,18.0,0.836553911391274
1.75,0.4,0.1,19.0,0.6409716908502598
1.75,0.4,0.1,20.0,0.9509769217786151
1.75,0.4,0.1,21.0,0.6687563710531114
1.75,0.4,0.1,22.0,0.8917711756930686
1.75,0.4,0.1,23.0,0.8597281057031512
1.75,0.4,0.1,24.0,0.9453027526345518
1.75,0.4,0.1,25.0,0.7285226446795086
1.75,0.4,0.1,26.0,0.7711844804822885
1.75,0.4,0.1,27.0,0.9195747411135192
1.75,0.4,0.1,28.0,0.9228783889657013
1.75,0.4,0.1,29.0,0.8625811477370091
1.75,0.4,0.1,30.0,0.9250160470714469
1.75,0.4,0.1,31.0,0.31689873854420875
1.75,0.4,0.1,32.0,0.303597343318372
1.75,0.4,0.1,33.0,0.7738445225236301
1.75,0.4,0.1,34.0,0.42766715248666837
1.75,0.4,0.1,35.0,0.6648510093716612
1.75,0.4,0.1,36.0,0.9749269141589354
1.75,0.4,0.1,37.0,0.8221915236340883
1.75,0.4,0.1,38.0,0.9762915343709992
1.75,0.4,0.1,39.0,0.9823720348139837
1.75,0.4,0.1,40.0,0.7851113319935527
1.75,0.4,0.15,1.0,0.8339564408032372
1.75,0.4,0.15,2.0,0.5154869533887997
1.75,0.4,0.15,3.0,0.7430237922782372
1.75,0.4,0.15,4.0,0.24907519135494427
1.75,0.4,0.15,5.0,0.6533573587240861
1.75,0.4,0.15,6.0,0.9452597015466989
1.75,0.4,0.15,7.0,0.8442142267377155
1.75,0.4,0.15,8.0,0.38097179678159365
1.75,0.4,0.15,9.0,0.0
1.75,0.4,0.15,10.0,0.6942919128888417
1.75,0.4,0.15,11.0,0.5428356827199385
1.75,0.4,0.15,12.0,0.7092319945711668
1.75,0.4,0.15,13.0,0.5614535709703411
1.75,0.4,0.15,14.0,0.7503279464550628
1.75,0.4,0.15,15.0,0.607453365804683
1.75,0.4,0.15,16.0,0.5025101966043829
1.75,0.4,0.15,17.0,0.79706023916484
1.75,0.4,0.15,18.0,0.8380508546174263
1.75,0.4,0.15,19.0,0.6420614820543669
1.75,0.4,0.15,20.0,0.951033102362532
1.75,0.4,0.15,21.0,0.6692684462921032
1.75,0.4,0.15,22.0,0.8926851083937066
1.75,0.4,0.15,23.0,0.8608481428309797
1.75,0.4,0.15,24.0,0.9451971453474416
1.75,0.4,0.15,25.0,0.728776833476673
1.75,0.4,0.15,26.0,0.770963285307498
1.75,0.4,0.15,27.0,0.9198986268103101
1.75,0.4,0.15,28.0,0.9228783889657013
1.75,0.4,0.15,29.0,0.8642107155199902
1.75,0.4,0.15,30.0,0.9254914242371705
1.75,0.4,0.15,31.0,0.31689873854420875
1.75,0.4,0.15,32.0,0.3022449062955838
1.75,0.4,0.15,33.0,0.7712962532493297
1.75,0.4,0.15,34.0,0.4055532275025946
1.75,0.4,0.15,35.0,0.6648510093716612
1.75,0.4,0.15,36.0,0.9750252920639094
1.75,0.4,0.15,37.0,0.8247010925552655
1.75,0.4,0.15,38.0,0.9764454585295756
1.75,0.4,0.15,39.0,0.9825604933903618
1.75,0.4,0.15,40.0,0.7805298589433936
1.75,0.4,0.2,1.0,0.8008232959803049
1.75,0.4,0.2,2.0,0.515426604073703
1.75,0.4,0.2,3.0,0.7434080779520016
1.75,0.4,0.2,4.0,0.24907519135494427
1.75,0.4,0.2,5.0,0.6540982648538917
1.75,0.4,0.2,6.0,0.9455240989808311
1.75,0.4,0.2,7.0,0.8742002097367852
1.75,0.4,0.2,8.0,0.38097179678159365
1.75,0.4,0.2,9.0,0.0
1.75,0.4,0.2,10.0,0.7017882839133919
1.75,0.4,0.2,11.0,0.542755272207562
1.75,0.4,0.2,12.0,0.7118449441213093
1.75,0.4,0.2,13.0,0.5501896999734214
1.75,0.4,0.2,14.0,0.7502292615907773
1.75,0.4,0.2,15.0,0.6079386058810918
1.75,0.4,0.2,16.0,0.5027607494395405
1.75,0.4,0.2,17.0,0.7977581991359081
1.75,0.4,0.2,18.0,0.8401430645018001
1.75,0.4,0.2,19.0,0.6432550072746599
1.75,0.4,0.2,20.0,0.9514739565860226
1.75,0.4,0.2,21.0,0.6688915891229852
1.75,0.4,0.2,22.0,0.8921119808445728
1.75,0.4,0.2,23.0,0.862191666483336
1.75,0.4,0.2,24.0,0.9459238623357471
1.75,0.4,0.2,25.0,0.7276553066404017
1.75,0.4,0.2,26.0,0.7706162451128885
1.75,0.4,0.2,27.0,0.9214874378599824
1.75,0.4,0.2,28.0,0.9230099189484181
1.75,0.4,0.2,29.0,0.8640421392036348
1.75,0.4,0.2,30.0,0.9254534039389923
1.75,0.4,0.2,31.0,0.31852311913419235
1.75,0.4,0.2,32.0,0.29912867040470026
1.75,0.4,0.2,33.0,0.7702047151118443
1.75,0.4,0.2,34.0,0.4083647827300075
1.75,0.4,0.2,35.0,0.6645259165598053
1.75,0.4,0.2,36.0,0.9756932075368758
1.75,0.4,0.2,37.0,0.8214997353815393
1.75,0.4,0.2,38.0,0.9763664112444627
1.75,0.4,0.2,39.0,0.9826324933384626
1.75,0.4,0.2,40.0,0.7808364180954047
1.75,0.5,0.0,1.0,0.845116835112723
1.75,0.5,0.0,2.0,0.5152513623439592
1.75,0.5,0.0,3.0,0.7506989796612866
1.75,0.5,0.0,4.0,0.24907519135494427
1.75,0.5,0.0,5.0,0.6469137192454631
1.75,0.5,0.0,6.0,0.9434491728549301
1.75,0.5,0.0,7.0,0.8334078407728128
1.75,0.5,0.0,8.0,0.38097179678159365
1.75,0.5,0.0,9.0,0.0
1.75,0.5,0.0,10.0,0.7002239939073525
1.75,0.5,0.0,11.0,0.5583365797258777
1.75,0.5,0.0,12.0,0.701899053983675
1.75,0.5,0.0,13.0,0.5620582503609186
1.75,0.5,0.0,14.0,0.751370555292215
1.75,0.5,0.0,15.0,0.6046732373059253
1.75,0.5,0.0,16.0,0.49827417116918954
1.75,0.5,0.0,17.0,0.7952852561753017
1.75,0.5,0.0,18.0,0.8332768579297839
1.75,0.5,0.0,19.0,0.6334888588052968
1.75,0.5,0.0,20.0,0.9526498320474498
1.75,0.5,0.0,21.0,0.6683624267376599
1.75,0.5,0.0,22.0,0.8916165550505055
1.75,0.5,0.0,23.0,0.8559159462774377
1.75,0.5,0.0,24.0,0.9436715272380924
1.75,0.5,0.0,25.0,0.7091995470125899
1.75,0.5,0.0,26.0,0.770915205603894
1.75,0.5,0.0,27.0,0.9173707212629945
1.75,0.5,0.0,28.0,0.9198440648303202
1.75,0.5,0.0,29.0,0.862619159254365
1.75,0.5,0.0,30.0,0.9256463718472294
1.75,0.5,0.0,31.0,0.31689873854420875
1.75,0.5,0.0,32.0,0.30968444548288293
1.75,0.5,0.0,33.0,0.7739010733627475
1.75,0.5,0.0,34.0,0.42914923996073495
1.75,0.5,0.0,35.0,0.6646259995666889
1.75,0.5,0.0,36.0,0.9749399383670617
1.75,0.5,0.0,37.0,0.8254753692712541
1.75,0.5,0.0,38.0,0.9761979583337612
1.75,0.5,0.0,39.0,0.9817135484296663
1.75,0.5,0.0,40.0,0.7801977974052671
1.75,0.5,0.05,1.0,0.8461644170126218
1.75,0.5,0.05,2.0,0.5148203254466635
1.75,0.5,0.05,3.0,0.7496246681569136
1.75,0.5,0.05,4.0,0.2479824481721596
1.75,0.5,0.05,5.0,0.647317027453494
1.75,0.5,0.05,6.0,0.9446659209182051
1.75,0.5,0.05,7.0,0.8341190137942629
1.75,0.5,0.05,8.0,0.38097179678159365
1.75,0.5,0.05,9.0,0.0
1.75,0.5,0.05,10.0,0.7013640907541714
1.75,0.5,0.05,11.0,0.5457744797995674
1.75,0.5,0.05,12.0,0.7017896827258351
1.75,0.5,0.05,13.0,0.5620582503609186
1.75,0.5,0.05,14.0,0.750089720522862
1.75,0.5,0.05,15.0,0.6062041956895293
1.75,0.5,0.05,16.0,0.49833224594191095
1.75,0.5,0.05,17.0,0.795193200433583
1.75,0.5,0.05,18.0,0.8331291877407356
1.75,0.5,0.05,19.0,0.6343624442282144
1.75,0.5,0.05,20.0,0.9526999792924191
1.75,0.5,0.05,21.0,0.6680846911482484
1.75,0.5,0.05,22.0,0.8918847106032569
1.75,0.5,0.05,23.0,0.8583915618670398
1.75,0.5,0.05,24.0,0.9441535704451506
1.75,0.5,0.05,25.0,0.7094599202238178
1.75,0.5,0.05,26.0,0.7705964326425092
1.75,0.5,0.05,27.0,0.9179444456235817
1.75,0.5,0.05,28.0,0.920599454580896
1.75,0.5,0.05,29.0,0.8614433694027163
1.75,0.5,0.05,30.0,0.9242033216674751
1.75,0.5,0.05,31.0,0.31689873854420875
1.75,0.5,0.05,32.0,0.30655161502009115
1.75,0.5,0.05,33.0,0.7740736002121744
1.75,0.5,0.05,34.0,0.4296891440078597
1.75,0.5,0.05,35.0,0.6652836872934615
1.75,0.5,0.05,36.0,0.9749399383670617
1.75,0.5,0.05,37.0,0.8251090251651932
1.75,0.5,0.05,38.0,0.9762164695576646
1.75,0.5,0.05,39.0,0.9817716496952307
1.75,0.5,0.05,40.0,0.7862506500383281
1.75,0.5,0.1,1.0,0.8347802901992151
1.75,0.5,0.1,2.0,0.5145638060484296
1.75,0.5,0.1,3.0,0.7400698256774241
1.75,0.5,0.1,4.0,0.2479824481721596
1.75,0.5,0.1,5.0,0.6533946865444548
1.75,0.5,0.1,6.0,0.9446977666806546
1.75,0.5,0.1,7.0,0.8452447024755108
1.75,0.5,0.1,8.0,0.38097179678159365
1.75,0.5,0.1,9.0,0.0
1.75,0.5,0.1,10.0,0.7023328499806759
1.75,0.5,0.1,11.0,0.5462440477633946
1.75,0.5,0.1,12.0,0.7019871597735918
1.75,0.5,0.1,13.0,0.5620582503609186
1.75,0.5,0.1,14.0,0.7503607872299717
1.75,0.5,0.1,15.0,0.6062041956895293
1.75,0.5,0.1,16.0,0.4985150066556143
1.75,0.5,0.1,17.0,0.7956571485813813
1.75,0.5,0.1,18.0,0.8331046111900295
1.75,0.5,0.1,19.0,0.6349675535863135
1.75,0.5,0.1,20.0,0.953178835884381
1.75,0.5,0.1,21.0,0.668673608565875
1.75,0.5,0.1,22.0,0.8923700437789713
1.75,0.5,0.1,23.0,0.8581936240116248
1.75,0.5,0.1,24.0,0.9447212909136851
1.75,0.5,0.1,25.0,0.7096416354623347
1.75,0.5,0.1,26.0,0.7711265461212237
1.75,0.5,0.1,27.0,0.9181659406596893
1.75,0.5,0.1,28.0,0.92083254640019
1.75,0.5,0.1,29.0,0.8641411192141776
1.75,0.5,0.1,30.0,0.9239448416080996
1.75,0.5,0.1,31.0,0.31689873854420875
1.75,0.5,0.1,32.0,0.3029395801073981
1.75,0.5,0.1,33.0,0.7731182926282343
1.75,0.5,0.1,34.0,0.43286120756232566
1.75,0.5,0.1,35.0,0.6652836872934615
1.75,0.5,0.1,36.0,0.9751968330277754
1.75,0.5,0.1,37.0,0.8232376181749331
1.75,0.5,0.1,38.0,0.9760092419935938
1.75,0.5,0.1,39.0,0.9817733827182875
1.75,0.5,0.1,40.0,0.7837213826138145
1.75,0.5,0.15,1.0,0.8021771879897442
1.75,0.5,0.15,2.0,0.5145052764798663
1.75,0.5,0.15,3.0,0.7401403580414703
1.75,0.5,0.15,4.0,0.2479824481721596
1.75,0.5,0.15,5.0,0.6533946865444548
1.75,0.5,0.15,6.0,0.9451186797716173
1.75,0.5,0.15,7.0,0.8755549949235599
1.75,0.5,0.15,8.0,0.38097179678159365
1.75,0.5,0.15,9.0,0.0
1.75,0.5,0.15,10.0,0.7037697847501653
1.75,0.5,0.15,11.0,0.5462697050556587
1.75,0.5,0.15,12.0,0.7026650899227049
1.75,0.5,0.15,13.0,0.5617479073914448
1.75,0.5,0.15,14.0,0.7505248822379322
1.75,0.5,0.15,15.0,0.6068995339733531
1.75,0.5,0.15,16.0,0.4980178856140238
1.75,0.5,0.15,17.0,0.7956106419842095
1.75,0.5,0.15,18.0,0.83422581615878
1.75,0.5,0.15,19.0,0.6358814349153501
1.75,0.5,0.15,20.0,0.9510708436156651
1.75,0.5,0.15,21.0,0.6684139144037708
1.75,0.5,0.15,22.0,0.8934705765362774
1.75,0.5,0.15,23.0,0.8594146030574027
1.75,0.5,0.15,24.0,0.9450339016216119
1.75,0.5,0.15,25.0,0.721723397469898
1.75,0.5,0.15,26.0,0.7711127323575167
1.75,0.5,0.15,27.0,0.9189009332810665
1.75,0.5,0.15,28.0,0.9210509997307964
1.75,0.5,0.15,29.0,0.8639767728460703
1.75,0.5,0.15,30.0,0.9235131765175679
1.75,0.5,0.15,31.0,0.31667590505134224
1.75,0.5,0.15,32.0,0.30154381330196856
1.75,0.5,0.15,33.0,0.7706601150921769
1.75,0.5,0.15,34.0,0.4154417375608439
1.75,0.5,0.15,35.0,0.664659539871523
1.75,0.5,0.15,36.0,0.9751874737699963
1.75,0.5,0.15,37.0,0.8266944561551383
1.75,0.5,0.15,38.0,0.9761314763218532
1.75,0.5,0.15,39.0,0.9820492508848556
1.75,0.5,0.15,40.0,0.7839516382083153
1.75,0.5,0.2,1.0,0.8022645590742897
1.75,0.5,0.2,2.0,0.5143379961463777
1.75,0.5,0.2,3.0,0.7402638504702113
1.75,0.5,0.2,4.0,0.2479824481721596
1.75,0.5,0.2,5.0,0.6540196049826775
1.75,0.5,0.2,6.0,0.9452382669448393
1.75,0.5,0.2,7.0,0.8758034877979981
1.75,0.5,0.2,8.0,0.38097179678159365
1.75,0.5,0.2,9.0,0.0
1.75,0.5,0.2,10.0,0.7037697847501653
1.75,0.5,0.2,11.0,0.5449290932353584
1.75,0.5,0.2,12.0,0.7046773885279514
1.75,0.5,0.2,13.0,0.5548250058347565
1.75,0.5,0.2,14.0,0.7502683776538516
1.75,0.5,0.2,15.0,0.6068351065536467
1.75,0.5,0.2,16.0,0.49824214066068717
1.75,0.5,0.2,17.0,0.7968989555428677
1.75,0.5,0.2,18.0,0.8348227280649243
1.75,0.5,0.2,19.0,0.6361119972520441
1.75,0.5,0.2,20.0,0.9510784182095512
1.75,0.5,0.2,21.0,0.6683404460276712
1.75,0.5,0.2,22.0,0.8936372479660439
1.75,0.5,0.2,23.0,0.8596931015404297
1.75,0.5,0.2,24.0,0.9454812047302946
1.75,0.5,0.2,25.0,0.7276808347265535
1.75,0.5,0.2,26.0,0.7705098236348914
1.75,0.5,0.2,27.0,0.9191988464040353
1.75,0.5,0.2,28.0,0.9215910135143766
1.75,0.5,0.2,29.0,0.8636211652533302
1.75,0.5,0.2,30.0,0.9246433521828124
1.75,0.5,0.2,31.0,0.3183002856413259
1.75,0.5,0.2,32.0,0.3000093865470381
1.75,0.5,0.2,33.0,0.7698418284711248
1.75,0.5,0.2,34.0,0.4154417375608439
1.75,0.5,0.2,35.0,0.6651921660991053
1.75,0.5,0.2,36.0,0.9751192572961012
1.75,0.5,0.2,37.0,0.8245185882420936
1.75,0.5,0.2,38.0,0.9761628130532883
1.75,0.5,0.2,39.0,0.9822661841573942
1.75,0.5,0.2,40.0,0.7841659606922908
1.75,0.75,0.0,1.0,0.8329249935957117
1.75,0.75,0.0,2.0,0.5142513812601176
1.75,0.75,0.0,3.0,0.7490356286957992
1.75,0.75,0.0,4.0,0.2479824481721596
1.75,0.75,0.0,5.0,0.6514091638782109
1.75,0.75,0.0,6.0,0.9431222035600095
1.75,0.75,0.0,7.0,0.8450839663337897
1.75,0.75,0.0,8.0,0.38097179678159365
1.75,0.75,0.0,9.0,0.0
1.75,0.75,0.0,10.0,0.6902943773770925
1.75,0.75,0.0,11.0,0.5503014097489662
1.75,0.75,0.0,12.0,0.6997407955129378
1.75,0.75,0.0,13.0,0.5620582503609186
1.75,0.75,0.0,14.0,0.756915035697306
1.75,0.75,0.0,15.0,0.6032931574846999
1.75,0.75,0.0,16.0,0.4938626856626593
1.75,0.75,0.0,17.0,0.794323390489143
1.75,0.75,0.0,18.0,0.8272554735508365
1.75,0.75,0.0,19.0,0.6251673109994293
1.75,0.75,0.0,20.0,0.9512845804534328
1.75,0.75,0.0,21.0,0.6677380470017887
1.75,0.75,0.0,22.0,0.8917300497322719
1.75,0.75,0.0,23.0,0.854437308986616
1.75,0.75,0.0,24.0,0.9415470095806848
1.75,0.75,0.0,25.0,0.6983144385317801
1.75,0.75,0.0,26.0,0.7706422054850725
1.75,0.75,0.0,27.0,0.9129959442349613
1.75,0.75,0.0,28.0,0.9190024689131184
1.75,0.75,0.0,29.0,0.8681192116009271
1.75,0.75,0.0,30.0,0.9267676635193286
1.75,0.75,0.0,31.0,0.3171420575108752
1.75,0.75,0.0,32.0,0.3112282537965069
1.75,0.75,0.0,33.0,0.7733964284910911
1.75,0.75,0.0,34.0,0.4342525370337113
1.75,0.75,0.0,35.0,0.6632013522518054
1.75,0.75,0.0,36.0,0.9736765945024448
1.75,0.75,0.0,37.0,0.8254397286732135
1.75,0.75,0.0,38.0,0.9755888738601504
1.75,0.75,0.0,39.0,0.9815436392467601
1.75,0.75,0.0,40.0,0.7768292151614725
1.75,0.75,0.05,1.0,0.8328439307215555
1.75,0.75,0.05,2.0,0.5139809118717997
1.75,0.75,0.05,3.0,0.74910149138926
1.75,0.75,0.05,4.0,0.24694410399804123
1.75,0.75,0.05,5.0,0.653475913821304
1.75,0.75,0.05,6.0,0.9435819790250899
1.75,0.75,0.05,7.0,0.8451805959942702
1.75,0.75,0.05,8.0,0.38097179678159365
1.75,0.75,0.05,9.0,0.0
1.75,0.75,0.05,10.0,0.6904621093871607
1.75,0.75,0.05,11.0,0.550039276899047
1.75,0.75,0.05,12.0,0.6999392695838368
1.75,0.75,0.05,13.0,0.5617479073914448
1.75,0.75,0.05,14.0,0.7564995199519688
1.75,0.75,0.05,15.0,0.6054371075175233
1.75,0.75,0.05,16.0,0.4936183477717459
1.75,0.75,0.05,17.0,0.7946522964254203
1.75,0.75,0.05,18.0,0.8275171422197161
1.75,0.75,0.05,19.0,0.6283660245642604
1.75,0.75,0.05,20.0,0.9513651067564314
1.75,0.75,0.05,21.0,0.6674189460585876
1.75,0.75,0.05,22.0,0.8918743266566077
1.75,0.75,0.05,23.0,0.8542356026810536
1.75,0.75,0.05,24.0,0.9424812718472687
1.75,0.75,0.05,25.0,0.6989616906756722
1.75,0.75,0.05,26.0,0.7703234476470459
1.75,0.75,0.05,27.0,0.9153032355226524
1.75,0.75,0.05,28.0,0.9191265431686118
1.75,0.75,0.05,29.0,0.8663617476685127
1.75,0.75,0.05,30.0,0.9242160330731183
1.75,0.75,0.05,31.0,0.31691922401800865
1.75,0.75,0.05,32.0,0.30815483399510063
1.75,0.75,0.05,33.0,0.7734389636832834
1.75,0.75,0.05,34.0,0.4347479236981491
1.75,0.75,0.05,35.0,0.6637945712935153
1.75,0.75,0.05,36.0,0.9736765945024448
1.75,0.75,0.05,37.0,0.8254115930484559
1.75,0.75,0.05,38.0,0.9759720817949346
1.75,0.75,0.05,39.0,0.9815140630751215
1.75,0.75,0.05,40.0,0.7771925964798819
1.75,0.75,0.1,1.0,0.8343834649970319
1.75,0.75,0.1,2.0,0.5140736685572355
1.75,0.75,0.1,3.0,0.748086218143786
1.75,0.75,0.1,4.0,0.24595570905742994
1.75,0.75,0.1,5.0,0.6537774747330883
1.75,0.75,0.1,6.0,0.943687919813653
1.75,0.75,0.1,7.0,0.8509221478495602
1.75,0.75,0.1,8.0,0.38097179678159365
1.75,0.75,0.1,9.0,0.0
1.75,0.75,0.1,10.0,0.6909399182777026
1.75,0.75,0.1,11.0,0.5501332186917621
1.75,0.75,0.1,12.0,0.699728052450378
1.75,0.75,0.1,13.0,0.5617479073914448
1.75,0.75,0.1,14.0,0.7569028233778425
1.75,0.75,0.1,15.0,0.6055079752393967
1.75,0.75,0.1,16.0,0.49320472431414847
1.75,0.75,0.1,17.0,0.794654824295893
1.75,0.75,0.1,18.0,0.8289319495023283
1.75,0.75,0.1,19.0,0.6284268568146067
1.75,0.75,0.1,20.0,0.9514989289920102
1.75,0.75,0.1,21.0,0.6683949401741714
1.75,0.75,0.1,22.0,0.8919855461043181
1.75,0.75,0.1,23.0,0.854503477675942
1.75,0.75,0.1,24.0,0.942648097461855
1.75,0.75,0.1,25.0,0.6991589668480493
1.75,0.75,0.1,26.0,0.7702587103123828
1.75,0.75,0.1,27.0,0.9160612449226825
1.75,0.75,0.1,28.0,0.9187242948024807
1.75,0.75,0.1,29.0,0.8666222599035059
1.75,0.75,0.1,30.0,0.9234504214061745
1.75,0.75,0.1,31.0,0.31691922401800865
1.75,0.75,0.1,32.0,0.3069404182478195
1.75,0.75,0.1,33.0,0.7733129085582777
1.75,0.75,0.1,34.0,0.43500628881992937
1.75,0.75,0.1,35.0,0.6642762810267173
1.75,0.75,0.1,36.0,0.9736765945024448
1.75,0.75,0.1,37.0,0.8253193596857656
1.75,0.75,0.1,38.0,0.9759992096983879
1.75,0.75,0.1,39.0,0.9815140630751215
1.75,0.75,0.1,40.0,0.7778384003249302
1.75,0.75,0.15,1.0,0.8345559688616137
1.75,0.75,0.15,2.0,0.5141878748410118
1.75,0.75,0.15,3.0,0.7480005174934734
1.75,0.75,0.15,4.0,0.24595570905742994
1.75,0.75,0.15,5.0,0.653986310677324
1.75,0.75,0.15,6.0,0.9437249951658023
1.75,0.75,0.15,7.0,0.8505864398164206
1.75,0.75,0.15,8.0,0.38097179678159365
